time_UTC,open,high,low,close,volume,number_of_trades,taker_buy_vol,open_d,high_d,low_d,close_d,volume_d,number_of_trades_d,taker_buy_vol_d,sumOpenInterest,del_price,taker_sell_vol,taker_sell_vol_d,delta,delta_d,CVD,CVD_d,vol_ln,vol_d_ln,delta_rel,delta_d_rel,delta_norm,delta_d_norm,del_price_norm,vol_ln_stand,vol_d_ln_stand,delta_pos_norm,delta_neg_norm,delta_d_pos_norm,delta_d_neg_norm,mean_price,mean_price_d,premium_index,atr,premium_index_stand,delta_norm_sum_12h,delta_pos_norm_sum_12h,delta_neg_norm_sum_12h,delta_d_norm_sum_12h,delta_d_pos_norm_sum_12h,delta_d_neg_norm_sum_12h,vol_ln_stand_sum_12h,vol_d_ln_stand_sum_12h,delta_rel_sum_12h,delta_d_rel_sum_12h,delta_norm_sum_36h,delta_pos_norm_sum_36h,delta_neg_norm_sum_36h,delta_d_norm_sum_36h,delta_d_pos_norm_sum_36h,delta_d_neg_norm_sum_36h,vol_ln_stand_sum_36h,vol_d_ln_stand_sum_36h,delta_rel_sum_36h,delta_d_rel_sum_36h,del_price_norm_sum_12h,del_price_norm_sum_36h,del_price_norm_sum_24h,del_price_norm_sum_48h,cor_CVD_CVD_d_12h,cor_CVD_CVD_d_36h,sentiment,resistance_pos,resistance_neg,sentiment_d,resistance_pos_d,resistance_neg_d,delta_pos_norm_sum_12h_discr,delta_neg_norm_sum_12h_discr,delta_d_pos_norm_sum_12h_discr,delta_d_neg_norm_sum_12h_discr,delta_pos_norm_sum_36h_discr,delta_neg_norm_sum_36h_discr,delta_d_pos_norm_sum_36h_discr,delta_d_neg_norm_sum_36h_discr,sentiment_sum_12h,resistance_pos_sum_12h,resistance_neg_sum_12h,sentiment_d_sum_12h,resistance_pos_d_sum_12h,resistance_neg_d_sum_12h,sentiment_sum_36h,resistance_pos_sum_36h,resistance_neg_sum_36h,sentiment_d_sum_36h,resistance_pos_d_sum_36h,resistance_neg_d_sum_36h
2025-01-22 23:00:00+00:00,104013.42,104514.8,103813.33,103866.79,321.07772,71993.0,146.34892,103958.4,104465.0,103755.1,103830.3,2095.495,53407.0,1097.401,83852.251,-128.09999999999127,174.7288,998.0939999999998,-28.379880000000014,99.30700000000024,-1744799.1271460352,-2197680.523999979,5.771683212204153,7.647545081296902,-0.08838944041336787,0.04739071197974715,-0.2330061897410423,0.15990207643746404,-0.32083870474941334,-0.18032086093841215,-0.3420062136936407,0.0,-0.2330061897410423,0.15990207643746404,0.0,104064.97333333333,104016.8,-0.046291592444865845,673.1749999999993,-0.6611878641437314,-2.781008160614021,4.578567698893039,-7.35957585950706,-1.72958230901011,5.064866220731604,-6.794448529741699,9.316837870541915,7.502806654403627,-0.30026174238403747,0.04014651945738455,-4.52132782536835,17.729695414216472,-22.251023239584804,4.468105089534265,19.701805555531813,-15.233700465997545,32.580599425184694,19.05074371375404,-2.129122835469923,0.6931928560346555,-3.1943347755204177,1.6952875532531053,-5.313958405996154,0.5402223157191683,0.8812169369321416,0.6505149302598098,-0.75,0.0,-0.725,-0.84,1.05,0.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,-10.214999999999943,0.2500000000000049,-7.387500000000015,-5.789999999999992,-0.08750000000000147,-6.000000000000005,6.012500000000006,-8.824999999999994,2.787499999999998,3.339999999999991,-5.637500000000004,-14.999999999999993
2025-01-22 23:30:00+00:00,103866.79,104143.99,103679.46,103845.0,285.46943,112621.0,144.55558,103830.2,104107.7,103629.2,103799.9,2347.751,78586.0,1179.235,83884.597,-30.30000000000291,140.91385,1168.5160000000003,3.6417299999999955,10.718999999999596,-1744795.4854160352,-2197669.8049999787,5.654134948056615,7.761213127624361,0.012756987674652224,0.004565646016123344,0.029912033373273708,0.01726070048620562,-0.07588980043906464,-0.32170867823289545,-0.2043517126478407,0.029912033373273708,0.0,0.01726070048620562,0.0,103889.48333333334,103845.59999999999,-0.04224040001483558,671.8083333333325,-0.4143077465852977,-2.2314685094604356,4.6084797322663125,-6.839948241726748,-1.2032902859527232,5.08212692121781,-6.285417207170519,8.696506624754173,7.533242549971789,-0.15358045874042472,0.1829988458026228,-6.032192266294283,16.218830973290537,-22.251023239584804,1.49749637304263,16.73119683904018,-15.233700465997545,31.27099421791277,17.862112769801865,-2.344429428011878,0.4006722041054798,-2.4172194177661264,0.39206859642886915,-4.708929265935884,1.410426590479385,0.8840722971200187,0.6906798978854294,-0.55,0.125,0.0,-0.25,0.125,0.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,-8.264999999999944,0.3750000000000049,-5.700000000000015,-3.539999999999992,0.03749999999999859,-4.312500000000005,3.2125000000000057,-9.462499999999993,2.787499999999998,2.3399999999999905,-8.562500000000004,-14.999999999999993
2025-01-23 00:00:00+00:00,103845.01,103982.46,103654.0,103706.66,152.57958,53974.0,74.85703,103799.9,103940.8,103607.5,103664.9,1171.192,39808.0,463.86,83833.594,-135.0,77.72255,707.332,-2.8655200000000036,-243.47199999999998,-1744798.3509360352,-2197913.276999979,5.0276862960039495,7.065777312582625,-0.018780494742481293,-0.20788393363342644,-0.023536948562000875,-0.39204339268843097,-0.33815243947662604,-1.077555190031781,-1.041488712907948,0.0,-0.023536948562000875,0.0,-0.39204339268843097,103781.04,103737.73333333332,-0.041728880985072936,656.6999999999995,-0.38272660337362246,-2.3561063141801335,4.507378876108615,-6.863485190288749,-2.3539489518640133,4.323511647994951,-6.67746059985895,7.364979984607145,6.381554187100183,-0.19938836361262402,-0.17944008197824882,-6.229966606872785,16.044593581274036,-22.274560188146804,1.242485199240361,16.73119683904018,-15.488711639799815,29.15814255919749,16.266041889694467,-2.3879805263412397,0.21222530614724883,-3.538251451802036,-0.1710889590826653,-6.093127802398016,3.5019479927683816,0.8588229825516615,0.7439457735899375,-0.5,0.0,-0.1875,-1.0,0.0,0.4625,3.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,-10.264999999999944,1.0250000000000048,-5.887500000000015,-7.039999999999992,-0.6250000000000013,-3.8500000000000054,2.412500000000006,-9.724999999999994,2.599999999999998,0.6799999999999906,-8.562500000000004,-15.024999999999995
2025-01-23 00:30:00+00:00,103706.66,103819.99,103102.0,103376.13,573.65755,85687.0,240.73677,103664.9,103777.4,103025.2,103337.1,4307.812,97475.0,1643.821,84027.228,-327.79999999998836,332.92078000000004,2663.991,-92.18401000000003,-1020.1700000000001,-1744890.5349460351,-2198933.4469999787,6.352032615493852,8.36818539758402,-0.1606951917568243,-0.23681859839751598,-0.7571360529724488,-1.6414954434432014,-0.8213119406154098,0.5223141968102122,0.5282656030802481,0.0,-0.7571360529724488,0.0,-1.6414954434432014,103432.70666666667,103379.89999999998,-0.05105412820421099,666.108333333333,-0.9484875046033039,-3.275897542413473,4.344723700847726,-7.620621243261198,-4.339296179480231,3.9796598638219356,-8.318956043302151,7.427698128548998,6.787080238353385,-0.39673438683887197,-0.4855756870679991,-8.221896503767809,14.809799737351463,-23.031696241119253,-1.2647972003736352,15.865409882869386,-17.130207083243015,28.313624742345066,15.566164517731742,-2.682029423768632,-0.09477883567896966,-4.960177880233225,-2.7774796332711253,-6.53191701819055,3.3633724529326656,0.7824364630506793,0.777972693583286,-2.5,0.0,-1.325,-0.75,0.0,2.2874999999999996,3.0,4.0,2.0,5.0,3.0,4.0,3.0,2.0,-13.964999999999943,1.8125000000000049,-7.212500000000015,-9.789999999999992,0.2999999999999986,-1.5625000000000058,-3.837499999999994,-7.437499999999994,1.2749999999999977,-4.445000000000009,-5.912500000000003,-12.737499999999994
2025-01-23 01:00:00+00:00,103376.14,103634.09,103052.82,103307.51,386.01912,78344.0,175.41249,103335.6,103610.0,103000.1,103274.9,2855.015,81447.0,1553.188,83905.799,-60.70000000001164,210.60663,1301.8269999999998,-35.194140000000004,251.36100000000033,-1744925.7290860352,-2198682.0859999787,5.955886901916835,7.956832376016764,-0.09117201241223494,0.08804191921933872,-0.2890630491789307,0.40444282935087766,-0.1520906414187825,0.043800700225123265,0.03262614363462295,0.0,-0.2890630491789307,0.40444282935087766,0.0,103331.47333333333,103295.0,-0.03529740954691497,682.4541666666659,0.010411466085960018,-3.372358367239168,4.344723700847726,-7.717082068086894,-3.8613243312485266,4.384102693172813,-8.245427024421325,8.287756501583655,7.637012136332564,-0.3625534088017142,-0.36507863822782444,-8.58542835472812,14.735330935570081,-23.320759290298184,-2.0180438778224414,15.112163205420579,-17.130207083243015,27.330514154037896,15.14126509078117,-2.783839537075862,-0.18447586948845707,-4.881801775221881,-3.0645824284573098,-6.592805892012753,5.198479364369622,0.7041924571738593,0.7916135512856525,-0.375,0.0,0.3625,-0.9,1.85,0.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,2.0,-13.739999999999943,1.8125000000000049,-6.587500000000015,-10.189999999999992,2.1499999999999986,-1.4375000000000058,-4.712499999999994,-7.599999999999993,1.637499999999998,-4.67000000000001,-7.112500000000004,-12.737499999999994
2025-01-23 01:30:00+00:00,103307.51,103578.14,103105.05,103540.82,409.79272,58172.0,248.2082,103274.8,103542.4,103059.1,103500.1,2015.225,59826.0,1184.224,83955.734,225.3000000000029,161.58451999999997,831.001,86.62368000000004,353.22299999999996,-1744839.1054060352,-2198328.8629999785,6.0156514708837046,7.6084861306780045,0.21138413586263816,0.17527720229751018,0.7113191702097542,0.5682812737920774,0.5644621643584414,0.11562149293536386,-0.3873411141319632,0.7113191702097542,0.0,0.5682812737920774,0.0,103408.00333333334,103367.2,-0.039458583492629276,681.3458333333323,-0.2420239448810416,-1.8932489604824132,5.05604287105748,-6.949291831539893,-2.77493784877371,4.952383966964891,-7.727321815738585,8.050677976873283,7.047116729160295,0.03795997813973878,-0.09208632650284454,-7.279970313666446,15.446650105779836,-22.726620419446267,-1.427897931869346,15.680444479212657,-17.108342411081995,26.213776366482616,13.745787668325452,-2.5009316870808447,-0.007074214506001653,-3.4175631901527206,-2.8071743290001963,-5.3717205245487305,7.609933216787696,0.5911118999833711,0.8029535360545343,1.25,0.6625,0.0,1.875,0.5625,0.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,-9.989999999999943,2.475000000000005,-5.262500000000015,-5.814999999999992,2.7124999999999986,0.24999999999999423,-5.212499999999994,-6.937499999999994,-0.612500000000002,-3.5450000000000093,-6.550000000000004,-12.924999999999994
2025-01-23 02:00:00+00:00,103540.82,103653.84,102588.15,102931.94,862.46826,105853.0,372.44546,103500.1,103623.7,102544.8,102908.5,5287.463,118912.0,2232.431,83899.841,-591.6000000000058,490.02279999999996,3055.0319999999997,-117.57733999999994,-822.6009999999997,-1744956.6827460353,-2199151.4639999783,6.7597983482283786,8.573093825694116,-0.13632657044098057,-0.15557574587283157,-0.9652808968235054,-1.3226755595053814,-1.481444649663472,1.0134506274085047,0.7747072861402792,0.0,-0.9652808968235054,0.0,-1.3226755595053814,103057.97666666667,103025.66666666667,-0.03135128501940413,678.8999999999991,0.2517178979644234,-0.6617554264042558,5.05604287105748,-5.717798297461735,-1.9737281303825198,4.952383966964891,-6.926112097347395,7.793303975045989,6.365936153352779,0.15403998358547394,-0.10663819425032722,-7.368773697457108,15.446650105779836,-22.81542380323693,-2.641454082663711,15.680444479212657,-18.321898561876363,26.73218568919089,14.234538372552022,-2.443214571180361,-0.1433660066154172,-2.8675244102214426,-3.820262547724439,-7.164313234027336,3.511707022115363,0.6489957201991909,0.80632837196681,-4.5,0.0,-1.9874999999999998,-3.75,0.0,-1.525,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,-11.489999999999943,2.475000000000005,-5.725000000000015,-5.814999999999992,2.7124999999999986,0.24999999999999423,-9.087499999999995,-6.937499999999994,-3.9250000000000016,-6.0950000000000095,-6.550000000000004,-13.962499999999993
2025-01-23 02:30:00+00:00,102931.94,102983.39,102129.31,102391.09,1276.33738,131698.0,518.33591,102908.6,102964.6,102092.4,102360.8,6096.169,147486.0,2599.295,84129.623,-547.8000000000029,758.0014699999999,3496.874,-239.6655599999999,-897.5789999999997,-1745196.3483060354,-2200049.042999978,7.15174983334477,8.715415820079317,-0.18777602517603922,-0.1472365677526328,-1.965472613222949,-1.442597441428009,-1.37115264364204,1.4850887851547911,0.9458708375823851,0.0,-1.965472613222949,0.0,-1.442597441428009,102501.26333333335,102472.59999999999,-0.027963882981760318,674.0624999999994,0.45776440029202464,-2.6963314772836693,4.986939433401015,-7.683270910684684,-4.086038735547157,4.282670803228262,-8.368709538775404,8.171494200749379,6.182015210870338,-0.0428273716875911,-0.31214179901499395,-9.9846000620234,14.796296354436492,-24.780896416459875,-5.245631795061914,14.518864208242462,-19.76449600330437,27.364110837514936,14.401988941011776,-2.7380449385201255,-0.4269608310677597,-5.632422958305211,-7.129566709349666,-9.09021087982736,-0.19523937381829048,0.8227940038737527,0.8011718088196025,-2.25,0.0,0.7625,-3.0,0.0,-0.7625,3.0,4.0,2.0,5.0,3.0,5.0,2.0,3.0,-15.239999999999943,3.1250000000000053,-4.962500000000015,-12.564999999999992,4.399999999999999,-0.5125000000000057,-15.087499999999995,-4.687499999999995,-3.162500000000002,-14.34500000000001,-3.5000000000000036,-14.724999999999994
2025-01-23 03:00:00+00:00,102391.09,102775.86,102100.0,102655.34,666.80069,90943.0,341.87753,102360.8,102752.9,102082.0,102625.4,3938.194,100081.0,2288.336,84122.312,264.59999999999127,324.92316000000005,1649.8580000000002,16.954369999999926,638.4779999999996,-1745179.3939360355,-2199410.564999978,6.502491185669145,8.278477521571237,0.025426443394951984,0.16212456775872383,0.13904315142960064,1.0258222790786566,0.6622279806482305,0.700797372610407,0.41907545922563366,0.13904315142960064,0.0,1.0258222790786566,0.0,102510.39999999998,102486.76666666666,-0.023054571373555117,647.5999999999991,0.755793250093656,-1.8816414195879276,5.125982584830616,-7.007624004418544,-2.177709083941271,5.308493082306919,-7.486202166248175,7.379793437804812,4.947732152806305,0.04622408989010496,-0.10031603593843685,-8.774461187683755,14.935339505866093,-23.709800693549834,-3.2004421030473296,15.544686487321119,-18.745128590368445,25.719446760897227,12.473014308209576,-2.661404845118408,-0.2323195201722993,-4.355816120362116,-1.6527992318267664,-7.343133525947312,0.1743215125211598,0.8625500290804194,0.8100616952668925,1.5,-0.7875000000000001,0.0,1.5,1.325,0.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,-11.864999999999943,2.3375000000000052,-4.300000000000015,-9.814999999999992,5.724999999999999,-1.1750000000000056,-8.337499999999995,-5.474999999999994,-0.512500000000002,-7.5950000000000095,-2.1750000000000034,-12.074999999999996
2025-01-23 03:30:00+00:00,102655.34,103004.58,102608.69,102973.84,375.29851,60866.0,189.57427,102625.3,102970.5,102579.8,102930.6,2512.785,63159.0,1285.955,83958.23,305.3000000000029,185.72424,1226.83,3.850030000000004,59.125,-1745175.5439060354,-2199351.439999978,5.9277217359758865,7.829146978770134,0.010258580562976398,0.023529669271346337,0.031579404581221986,0.09499553593254759,0.7640069466679459,0.007245042936655549,-0.12254452215564195,0.031579404581221986,0.0,0.09499553593254759,0.0,102862.37,102826.96666666667,-0.034418158295711945,620.3249999999989,0.06474964664967398,-3.2523100614912424,3.7553139429273017,-7.007624004418544,-1.8492353070364618,5.403488618239466,-7.252723925275913,6.362443588288717,3.6566545182367043,-0.13843202950657124,-0.05708554870076811,-8.103676123251802,14.966918910447314,-23.0705950336991,-3.403324471435705,15.341804118932744,-18.745128590368445,23.763986836630487,10.777664130920677,-2.6092911321902386,-0.2268446070924154,-3.5322133334547177,-1.964015436774889,-7.183909078170407,0.07772341262544069,0.8870387727845013,0.8167516218762914,1.0,-0.25,0.0,1.5,-0.65,0.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,-9.514999999999944,-0.9624999999999947,-4.300000000000015,-8.464999999999993,5.074999999999998,-1.7000000000000057,-9.087499999999995,-5.724999999999994,-2.762500000000002,-8.34500000000001,-1.3750000000000036,-12.074999999999996
